iteration,bidder,bundle,active
0,1,"[17, 10, 11]",False
0,1,"[17, 10]",False
0,1,"[16, 17, 5, 10, 11, 15]",False
0,1,"[10, 15]",False
0,1,"[17, 11, 5]",False
0,1,"[17, 5]",False
0,1,"[16, 17, 11]",False
0,1,"[16, 5, 15]",False
0,1,"[16, 10, 5, 15]",False
0,1,"[16, 17, 10, 11]",False
0,1,[10],False
0,1,"[16, 5]",False
0,1,"[16, 11, 5]",False
0,1,"[16, 17, 10, 15]",False
0,1,"[16, 17, 5, 10, 11]",False
0,1,"[16, 10, 15]",False
0,1,"[16, 17, 11, 5]",False
0,1,"[10, 5, 15]",False
0,1,"[10, 11]",False
0,1,"[17, 10, 15]",False
0,1,"[10, 11, 15]",False
0,1,"[11, 5]",False
0,1,"[16, 17]",False
0,1,"[16, 11]",False
0,1,"[16, 17, 5, 11, 15]",False
0,1,"[16, 15]",False
0,1,"[16, 10, 11, 15]",False
0,1,"[16, 17, 10, 11, 15]",False
0,1,"[10, 11, 5, 15]",False
0,1,"[17, 10, 5, 15]",False
0,1,"[17, 15]",False
0,1,"[17, 10, 5]",False
0,1,[16],False
0,1,"[10, 11, 5]",False
0,1,"[16, 17, 10]",False
0,1,"[16, 11, 5, 15]",False
0,1,[11],False
0,1,[17],True
0,1,"[16, 10, 5]",False
0,1,"[16, 17, 11, 15]",False
0,1,"[16, 17, 15]",False
0,1,"[16, 10, 11, 5]",False
0,1,"[5, 15]",False
0,1,"[17, 5, 10, 11, 15]",False
0,1,"[17, 11]",False
0,1,"[11, 15]",False
0,1,"[17, 10, 11, 5]",False
0,1,"[10, 5]",False
0,1,[5],True
0,1,"[16, 10]",False
0,1,[15],False
0,1,"[16, 10, 11]",False
0,1,"[16, 17, 5, 15]",False
0,1,"[16, 11, 15]",False
0,1,"[16, 17, 10, 5]",False
0,1,"[17, 5, 15]",False
0,1,"[11, 5, 15]",False
0,1,"[17, 11, 5, 15]",False
0,1,"[17, 11, 15]",False
0,1,"[17, 10, 11, 15]",False
0,1,"[16, 5, 10, 11, 15]",False
0,1,"[16, 17, 5, 10, 15]",False
0,1,"[16, 17, 5]",False
0,1,[],True
0,2,"[17, 4, 5, 9, 10]",False
0,2,"[9, 11, 5]",False
0,2,"[16, 17, 4, 5, 10, 11]",False
0,2,"[17, 4, 5, 10, 11]",False
0,2,"[16, 9, 4, 17]",False
0,2,[10],False
0,2,"[16, 17, 5, 10, 11]",False
0,2,"[16, 17, 5, 9, 10]",False
0,2,"[17, 4, 9, 10, 11]",False
0,2,"[16, 4, 5, 9, 10, 11]",False
0,2,"[16, 17]",False
0,2,"[16, 11, 4]",False
0,2,"[16, 10, 4, 5]",False
0,2,"[9, 10, 4, 5]",False
0,2,[16],False
0,2,"[16, 17, 10]",False
0,2,"[16, 9, 11]",False
0,2,"[16, 10, 5]",False
0,2,"[16, 17, 4, 5, 11]",False
0,2,"[16, 10, 11, 5]",False
0,2,"[17, 11, 4]",False
0,2,"[10, 5]",False
0,2,"[16, 10, 11]",False
0,2,"[16, 9, 10, 11]",False
0,2,"[16, 17, 10, 5]",False
0,2,"[16, 10, 4]",False
0,2,"[16, 10, 11, 4]",False
0,2,"[16, 9, 4, 5]",False
0,2,"[16, 11, 4, 5]",False
0,2,"[10, 4]",False
0,2,"[17, 10, 11]",False
0,2,"[9, 10, 11, 17]",False
0,2,"[9, 5, 17]",True
0,2,"[4, 5, 9, 10, 11]",False
0,2,"[4, 5]",False
0,2,"[17, 11, 5]",False
0,2,"[9, 11, 5, 17]",False
0,2,"[16, 9, 11, 4]",False
0,2,"[16, 5]",False
0,2,"[16, 5, 9, 10, 11]",False
0,2,"[9, 17]",True
0,2,"[10, 11]",False
0,2,"[17, 10, 4]",False
0,2,"[9, 11, 4]",False
0,2,"[9, 5]",True
0,2,"[11, 5]",False
0,2,"[17, 4, 5]",False
0,2,"[16, 17, 4, 9, 10]",False
0,2,"[16, 9, 5, 17]",False
0,2,"[16, 17, 4, 5, 9]",False
0,2,"[9, 11]",False
0,2,"[9, 4, 17]",False
0,2,"[9, 11, 4, 17]",False
0,2,"[17, 10, 4, 5]",False
0,2,"[16, 4, 9, 10, 11]",False
0,2,"[16, 4, 5, 9, 11]",False
0,2,"[9, 10, 11]",False
0,2,"[17, 10, 11, 5]",False
0,2,"[9, 10, 5, 17]",False
0,2,[5],True
0,2,"[16, 17, 4, 5, 9, 11]",False
0,2,"[16, 17, 10, 4]",False
0,2,[],True
0,2,"[16, 17, 4, 5]",False
0,2,"[17, 11, 4, 5]",False
0,2,"[16, 17, 4, 10, 11]",False
0,2,"[16, 17, 10, 11]",False
0,2,"[16, 4, 5, 10, 11]",False
0,2,"[16, 17, 11, 5]",False
0,2,"[17, 5, 9, 10, 11]",False
0,2,"[9, 4, 5]",False
0,2,"[16, 17, 5, 9, 10, 11]",False
0,2,"[16, 9, 11, 17]",False
0,2,"[16, 9, 17]",False
0,2,"[11, 4]",False
0,2,"[16, 17, 4, 5, 9, 10]",False
0,2,"[17, 10, 5]",False
0,2,"[16, 9, 10, 4]",False
0,2,"[16, 17, 11, 4]",False
0,2,"[16, 9]",False
0,2,[17],True
0,2,"[9, 10, 17]",False
0,2,"[17, 4, 5, 9, 11]",False
0,2,"[9, 10, 11, 5]",False
0,2,"[16, 10]",False
0,2,"[16, 9, 4]",False
0,2,"[9, 10]",False
0,2,"[9, 10, 4, 17]",False
0,2,"[9, 4, 5, 17]",False
0,2,"[16, 9, 10, 17]",False
0,2,"[16, 17, 5]",False
0,2,"[16, 4, 5, 9, 10]",False
0,2,"[9, 10, 11, 4]",False
0,2,"[17, 10]",False
0,2,"[10, 11, 4]",False
0,2,"[9, 11, 4, 5]",False
0,2,"[17, 5]",True
0,2,"[11, 4, 5]",False
0,2,"[16, 4]",False
0,2,"[16, 17, 11]",False
0,2,"[16, 11, 5]",False
0,2,"[16, 9, 11, 5]",False
0,2,"[9, 4]",False
0,2,"[9, 11, 17]",False
0,2,"[16, 11]",False
0,2,"[16, 17, 4]",False
0,2,"[16, 4, 5]",False
0,2,"[17, 4]",False
0,2,"[16, 17, 4, 9, 10, 11]",False
0,2,"[9, 10, 5]",False
0,2,"[10, 11, 5]",False
0,2,"[16, 17, 9, 10, 11]",False
0,2,[11],False
0,2,[9],True
0,2,"[16, 17, 5, 9, 11]",False
0,2,"[17, 10, 11, 4]",False
0,2,"[17, 11]",False
0,2,"[10, 11, 4, 5]",False
0,2,"[10, 4, 5]",False
0,2,[4],False
0,2,"[16, 9, 10, 5]",False
0,2,"[9, 10, 4]",False
0,2,"[16, 17, 4, 5, 9, 10, 11]",False
0,2,"[16, 9, 10]",False
0,2,"[16, 17, 4, 9, 11]",False
0,2,"[16, 17, 4, 5, 10]",False
0,2,"[17, 4, 5, 9, 10, 11]",True
0,2,"[16, 9, 5]",False
0,3,"[2, 3, 5, 9, 11]",False
0,3,"[9, 10, 3, 5]",False
0,3,"[2, 3]",True
0,3,"[9, 11, 5]",False
0,3,"[16, 2, 3, 9, 10, 11]",False
0,3,"[2, 3, 9, 10, 11]",False
0,3,"[16, 2, 3, 5]",False
0,3,"[16, 2, 3, 4, 5]",False
0,3,[10],False
0,3,"[16, 3, 4]",False
0,3,"[11, 16, 3, 4]",False
0,3,"[2, 3, 4, 9, 10, 11]",False
0,3,"[16, 2, 3, 4, 10]",False
0,3,"[2, 11]",False
0,3,"[9, 3, 5]",False
0,3,"[2, 3, 5, 10, 11]",False
0,3,"[9, 2]",False
0,3,"[11, 3, 5]",False
0,3,"[9, 2, 3, 4]",False
0,3,"[9, 10, 3]",False
0,3,"[3, 4]",False
0,3,"[2, 11, 4, 5]",False
0,3,"[16, 4, 5, 9, 10, 11]",False
0,3,"[2, 3, 4, 5, 10, 11]",False
0,3,"[16, 11, 4]",False
0,3,"[16, 2, 4, 10, 11]",False
0,3,"[16, 3, 9, 10, 11]",False
0,3,"[16, 2, 5]",False
0,3,"[16, 10, 4, 5]",False
0,3,"[11, 3, 4, 5]",False
0,3,"[2, 4]",False
0,3,"[2, 3, 4, 5, 10]",False
0,3,"[2, 4, 9, 10, 11]",False
0,3,"[3, 4, 5]",False
0,3,"[16, 2, 3, 5, 9, 10, 11]",False
0,3,"[11, 10, 3, 4]",False
0,3,"[16, 2, 3, 4, 9, 11]",False
0,3,"[11, 3]",False
0,3,"[9, 2, 5]",False
0,3,[16],False
0,3,"[9, 10, 4, 5]",False
0,3,"[16, 9, 3, 5]",False
0,3,"[16, 9, 11]",False
0,3,"[16, 10, 5]",False
0,3,"[16, 2, 3, 9, 11]",False
0,3,"[16, 9, 10, 3]",False
0,3,"[16, 10, 11, 5]",False
0,3,"[2, 10, 5]",False
0,3,"[16, 3, 4, 5, 9, 10, 11]",False
0,3,"[11, 2, 10, 5]",False
0,3,"[10, 5]",False
0,3,"[16, 10, 11]",False
0,3,"[16, 9, 10, 11]",False
0,3,"[16, 2, 5, 9, 10]",False
0,3,"[16, 3, 4, 9, 11]",False
0,3,[2],False
0,3,"[2, 10]",False
0,3,"[16, 2, 3, 4, 9, 10, 11]",True
0,3,"[2, 5]",False
0,3,"[11, 9, 3]",False
0,3,"[2, 10, 4, 5]",False
0,3,[3],False
0,3,"[16, 2, 4, 9, 11]",False
0,3,"[16, 10, 4]",False
0,3,"[16, 10, 11, 4]",False
0,3,"[16, 9, 4, 5]",False
0,3,"[16, 11, 4, 5]",False
0,3,"[2, 4, 5, 9, 10, 11]",False
0,3,"[9, 2, 10, 4]",False
0,3,"[10, 4]",False
0,3,"[16, 3, 4, 5, 9, 11]",False
0,3,"[2, 3, 4]",False
0,3,"[4, 5, 9, 10, 11]",False
0,3,"[9, 2, 4, 5]",False
0,3,"[4, 5]",False
0,3,"[11, 2, 3, 4]",False
0,3,"[16, 3, 4, 9, 10, 11]",False
0,3,"[16, 9, 11, 4]",False
0,3,"[16, 3, 4, 5]",False
0,3,"[11, 16, 2, 3]",False
0,3,"[16, 5]",False
0,3,"[2, 3, 4, 5, 9, 10]",False
0,3,"[16, 9, 2, 5]",False
0,3,"[16, 5, 9, 10, 11]",False
0,3,"[16, 2, 3]",False
0,3,"[16, 2, 4, 9, 10, 11]",False
0,3,"[9, 11, 4]",False
0,3,"[10, 11]",False
0,3,"[9, 3, 4, 5]",False
0,3,"[16, 2, 3, 4, 5, 10]",False
0,3,"[9, 5]",False
0,3,"[11, 2, 3]",False
0,3,"[11, 5]",False
0,3,"[16, 3, 5]",False
0,3,"[9, 2, 3]",False
0,3,"[16, 2, 9, 10, 11]",False
0,3,"[16, 2, 3, 5, 10]",False
0,3,"[16, 2]",False
0,3,"[11, 16, 3, 5]",False
0,3,"[16, 2, 3, 4]",False
0,3,"[16, 10, 3]",False
0,3,"[16, 2, 5, 9, 11]",False
0,3,"[2, 3, 5, 9, 10, 11]",False
0,3,"[3, 5, 9, 10, 11]",False
0,3,"[9, 11]",False
0,3,"[2, 3, 5]",False
0,3,"[11, 2, 3, 5]",False
0,3,"[3, 5]",False
0,3,"[9, 2, 11]",False
0,3,"[10, 9, 2, 3]",False
0,3,"[16, 3, 5, 9, 10, 11]",False
0,3,"[2, 4, 5, 9, 10]",False
0,3,"[10, 11, 2, 3]",False
0,3,"[16, 2, 11, 4]",False
0,3,"[16, 2, 3, 5, 9]",False
0,3,"[16, 4, 9, 10, 11]",False
0,3,"[16, 9, 2, 4]",False
0,3,"[2, 3, 4, 5, 9, 10, 11, 16]",True
0,3,"[16, 4, 5, 9, 11]",False
0,3,"[9, 10, 11]",False
0,3,"[2, 3, 4, 5]",False
0,3,"[10, 3, 5]",False
0,3,"[16, 3, 4, 5, 9, 10]",False
0,3,"[10, 2, 3, 4]",False
0,3,[5],False
0,3,"[2, 3, 4, 5, 9, 11]",False
0,3,"[16, 9, 3, 4]",False
0,3,"[2, 10, 4]",False
0,3,"[3, 4, 5, 9, 11]",False
0,3,"[11, 2, 10, 4]",False
0,3,"[2, 4, 5]",False
0,3,"[3, 4, 9, 10, 11]",False
0,3,"[11, 9, 10, 3]",False
0,3,"[11, 16, 2, 10]",False
0,3,"[16, 3, 5, 9, 11]",False
0,3,"[16, 2, 10]",False
0,3,[],False
0,3,"[16, 3]",False
0,3,"[16, 2, 11, 5]",False
0,3,"[16, 9, 2, 3]",False
0,3,"[11, 2, 10]",False
