bidder,bundle,avg,eps,avg-eps,avg+eps,n
1,"[1, 12, 6]",33.396160979983506,1.5309450380978082,31.865215941885698,34.92710601808131,10
1,"[8, 14, 15]",53.48657441420361,1.5309450380978082,51.955629376105804,55.017519452301414,10
1,"[1, 7, 8, 12, 14, 15]",152.30959214005685,1.5309450380978082,150.77864710195905,153.84053717815465,10
1,"[15, 13, 7]",51.033990154144945,1.5309450380978082,49.50304511604714,52.56493519224275,10
1,"[1, 6, 8, 12, 13]",80.56613554168885,1.5309450380978082,79.03519050359104,82.09708057978666,10
1,"[1, 6, 8, 13, 15]",74.71698114545232,1.5309450380978082,73.18603610735451,76.24792618355013,10
1,"[8, 12, 6, 7]",96.28290248077914,1.5309450380978082,94.75195744268133,97.81384751887695,10
1,"[1, 12, 15, 7]",52.895256957984074,1.5309450380978082,51.36431191988627,54.42620199608188,10
1,"[8, 7]",43.65410496323173,1.5309450380978082,42.123159925133926,45.185050001329536,10
1,"[14, 7]",26.06711100405868,1.5309450380978082,24.536165965960873,27.59805604215649,10
1,"[8, 1, 14, 7]",101.80403633807533,1.5309450380978082,100.27309129997752,103.33498137617315,10
1,"[1, 6, 7, 12, 14]",91.65675380714767,1.5309450380978082,90.12580876904985,93.18769884524548,10
1,"[12, 14, 6, 7]",56.84181673426771,1.5309450380978082,55.310871696169905,58.372761772365514,10
1,"[1, 6, 13, 14, 15]",73.85910321344606,1.5309450380978082,72.32815817534825,75.39004825154387,10
1,"[1, 6, 7, 12, 15]",95.17927365717178,1.5309450380978082,93.64832861907396,96.71021869526959,10
1,"[12, 13, 14, 7]",83.36071270519841,1.5309450380978082,81.8297676671006,84.89165774329622,10
1,"[1, 7, 12, 13, 15]",103.7473431639572,1.5309450380978082,102.21639812585939,105.27828820205501,10
1,"[15, 12, 13, 7]",66.81020301887582,1.5309450380978082,65.27925798077801,68.34114805697364,10
1,"[6, 7, 13, 14, 15]",134.73538617921685,1.5309450380978082,133.20444114111905,136.26633121731464,10
1,"[1, 12, 6, 14]",41.7330538190227,1.5309450380978082,40.202108780924895,43.263998857120505,10
1,"[1, 15, 6, 14]",47.025869696643475,1.5309450380978082,45.49492465854567,48.55681473474128,10
1,"[1, 14]",21.47986002245999,1.5309450380978082,19.948914984362183,23.0108050605578,10
1,"[1, 12, 6, 15]",44.732203178502814,1.5309450380978082,43.20125814040501,46.26314821660062,10
1,"[15, 6, 7]",45.208165737325935,1.5309450380978082,43.67722069922813,46.73911077542374,10
1,"[12, 13, 6]",46.63102496111562,1.5309450380978082,45.100079923017816,48.161969999213426,10
1,"[1, 14, 7]",43.3983136939735,1.5309450380978082,41.867368655875694,44.929258732071304,10
1,"[1, 13, 7]",65.00582572148296,1.5309450380978082,63.47488068338516,66.53677075958078,10
1,"[1, 12, 15]",30.582414311810812,1.5309450380978082,29.051469273713003,32.11335934990862,10
1,"[1, 6, 8, 13, 14, 15]",121.3067428787272,1.5309450380978082,119.7757978406294,122.83768791682502,10
1,"[12, 6, 15]",31.05605533356058,1.5309450380978082,29.52511029546277,32.587000371658384,10
1,"[13, 6, 7]",62.94952246961683,1.5309450380978082,61.418577431519026,64.48046750771464,10
1,"[1, 13, 6, 15]",53.5313354567518,1.5309450380978082,52.00039041865399,55.0622804948496,10
1,"[1, 12, 13, 6]",59.61793456176323,1.5309450380978082,58.08698952366542,61.14887959986103,10
1,"[8, 12, 13, 15]",57.70367530051247,1.5309450380978082,56.17273026241467,59.23462033861028,10
1,"[1, 13, 6, 14]",52.96541753174438,1.5309450380978082,51.434472493646574,54.496362569842184,10
1,"[1, 7, 12, 14, 15]",62.921840550704225,1.5309450380978082,61.39089551260642,64.45278558880203,10
1,"[6, 7, 8, 14, 15]",143.13307399494255,1.5309450380978082,141.60212895684475,144.66401903304035,10
1,"[6, 7]",33.66903113280516,1.5309450380978082,32.138086094707354,35.199976170902964,10
1,"[8, 1, 6, 7]",108.32303969895281,1.5309450380978082,106.792094660855,109.85398473705062,10
1,"[1, 6, 7, 12, 13]",135.3230592121773,1.5309450380978082,133.7921141740795,136.8540042502751,10
1,"[7, 8, 12, 13, 15]",116.2149109761131,1.5309450380978082,114.68396593801529,117.74585601421091,10
1,"[1, 15, 13, 7]",76.39372702190718,1.5309450380978082,74.86278198380937,77.924672060005,10
1,"[8, 15, 6, 14]",65.66288922062498,1.5309450380978082,64.13194418252716,67.19383425872279,10
1,"[1, 7, 8, 12, 13, 14]",188.14781183486082,1.5309450380978082,186.61686679676302,189.67875687295862,10
1,"[8, 13, 14]",61.14610078374358,1.5309450380978082,59.61515574564577,62.67704582184138,10
1,"[8, 12, 13]",46.34596781098432,1.5309450380978082,44.815022772886515,47.876912849082125,10
1,"[1, 6, 7, 8, 12, 13, 14, 15]",256.6126715847169,1.5309450380978082,255.0817265466191,258.1436166228147,10
1,"[8, 1, 6]",46.22275825493412,1.5309450380978082,44.691813216836316,47.753703293031926,10
1,"[8, 15, 6, 7]",80.02374251008618,1.5309450380978082,78.49279747198837,81.55468754818399,10
1,"[1, 12, 14, 7]",49.575898007490466,1.5309450380978082,48.04495296939266,51.10684304558827,10
1,"[1, 6, 7, 8, 15]",119.99470366556004,1.5309450380978082,118.46375862746223,121.52564870365785,10
1,"[8, 12, 13, 6]",67.52381862677757,1.5309450380978082,65.99287358867976,69.05476366487538,10
1,"[8, 14, 6, 7]",99.22107670937041,1.5309450380978082,97.6901316712726,100.75202174746822,10
1,"[8, 12, 13, 14, 15]",128.08923904086868,1.5309450380978082,126.55829400277086,129.62018407896647,10
1,"[12, 13]",25.30183054393563,1.5309450380978082,23.77088550583782,26.832775582033438,10
1,"[8, 1, 12, 13]",60.19531852827539,1.5309450380978082,58.66437349017759,61.7262635663732,10
1,"[15, 7]",30.246641637016968,1.5309450380978082,28.71569659891916,31.777586675114776,10
1,"[8, 1, 15, 7]",81.85830307959077,1.5309450380978082,80.32735804149296,83.38924811768858,10
1,"[6, 15]",23.246995819728028,1.5309450380978082,21.71605078163022,24.777940857825836,10
1,"[8, 1, 6, 15]",57.6213268691137,1.5309450380978082,56.0903818310159,59.15227190721151,10
1,"[1, 15]",25.073303314305825,1.5309450380978082,23.542358276208017,26.604248352403634,10
1,"[1, 7, 8, 12, 13]",153.6504515848789,1.5309450380978082,152.1195065467811,155.1813966229767,10
1,"[8, 12, 13, 7]",104.78499374191338,1.5309450380978082,103.25404870381557,106.3159387800112,10
1,"[8, 1, 13]",51.26258876999479,1.5309450380978082,49.73164373189699,52.7935338080926,10
1,"[13, 6, 15]",39.93300391787811,1.5309450380978082,38.402058879780306,41.463948955975916,10
1,"[6, 7, 8, 12, 13, 14, 15]",220.4994610384569,1.5309450380978082,218.9685160003591,222.0304060765547,10
1,"[8, 6, 7]",68.20238968619884,1.5309450380978082,66.67144464810103,69.73333472429665,10
1,"[1, 6, 7, 12, 13, 15]",146.54907827153846,1.5309450380978082,145.01813323344066,148.08002330963626,10
1,"[1, 13, 14]",40.811993313334725,1.5309450380978082,39.28104827523692,42.34293835143253,10
1,"[1, 12, 7]",41.54309315350996,1.5309450380978082,40.01214811541215,43.07403819160776,10
1,"[8, 6, 15]",44.125935312654455,1.5309450380978082,42.59499027455665,45.65688035075226,10
1,"[1, 12, 14]",27.57160008808255,1.5309450380978082,26.040655049984743,29.10254512618036,10
1,"[8, 6, 14]",43.61865279909428,1.5309450380978082,42.08770776099647,45.14959783719208,10
1,"[1, 6, 8, 12, 13, 14]",142.321733420793,1.5309450380978082,140.7907883826952,143.8526784588908,10
1,"[1, 6, 7, 8, 14, 15]",188.2799300314935,1.5309450380978082,186.7489849933957,189.8108750695913,10
1,"[1, 8, 12, 13, 15]",71.07545134297942,1.5309450380978082,69.54450630488161,72.60639638107723,10
1,"[1, 7]",35.33242559141611,1.5309450380978082,33.80148055331831,36.863370629513916,10
1,"[8, 12, 13, 14]",86.86885380628783,1.5309450380978082,85.33790876819002,88.39979884438564,10
1,"[1, 7, 8, 14, 15]",145.94249437061816,1.5309450380978082,144.41154933252037,147.47343940871596,10
1,"[1, 12, 6, 7]",83.75597994399968,1.5309450380978082,82.22503490590186,85.28692498209749,10
1,"[8, 15, 14, 7]",98.5274697259364,1.5309450380978082,96.99652468783859,100.05841476403421,10
1,"[6, 7, 12, 14, 15]",70.18252179657013,1.5309450380978082,68.65157675847232,71.71346683466794,10
1,"[6, 7, 8, 12, 15]",108.23792595694295,1.5309450380978082,106.70698091884513,109.76887099504076,10
1,"[1, 6, 7, 13, 15]",113.15096693689284,1.5309450380978082,111.62002189879503,114.68191197499065,10
1,"[7, 8, 12, 13, 14]",142.49466171797704,0.034616367652045704,142.460045350325,142.52927808562907,10000
1,"[15, 13, 6, 7]",74.4327534378323,1.5309450380978082,72.90180839973449,75.96369847593012,10
1,"[1, 6, 7, 13, 14]",138.57080532203256,1.5309450380978082,137.03986028393476,140.10175036013035,10
1,"[12, 15, 6, 14]",41.4267452646787,1.5309450380978082,39.895800226580896,42.957690302776506,10
1,[13],16.699537612186532,1.5309450380978082,15.168592574088724,18.23048265028434,10
1,"[1, 6]",25.127229328944342,1.5309450380978082,23.596284290846533,26.65817436704215,10
1,"[1, 12, 14, 15]",41.00830514732404,1.5309450380978082,39.47736010922623,42.53925018542184,10
1,"[8, 15]",32.10750874950845,1.5309450380978082,30.57656371141064,33.63845378760625,10
1,"[8, 12]",27.04614346131865,1.5309450380978082,25.51519842322084,28.57708849941646,10
1,"[12, 15, 7]",35.87936966503287,1.5309450380978082,34.34842462693506,37.41031470313067,10
1,"[1, 13, 6]",42.27875113266392,1.5309450380978082,40.747806094566116,43.809696170761725,10
