iteration,bidder,bundle,active
0,1,"[1, 12, 6]",False
0,1,"[0, 12, 7]",False
0,1,"[0, 2, 6, 7]",False
0,1,"[0, 1, 7]",False
0,1,"[2, 6]",False
0,1,"[0, 12]",False
0,1,"[0, 2, 12]",False
0,1,[1],False
0,1,"[0, 12, 6]",False
0,1,"[1, 12, 7]",False
0,1,"[1, 2, 6, 7]",False
0,1,"[0, 6]",False
0,1,"[1, 7]",False
0,1,"[0, 2, 6]",False
0,1,"[1, 2, 7]",False
0,1,"[1, 12, 6, 7]",False
0,1,"[0, 2]",False
0,1,"[1, 6, 7]",False
0,1,"[0, 2, 12, 6]",False
0,1,"[1, 2, 12, 7]",False
0,1,"[2, 12, 6]",False
0,1,"[0, 1, 6, 7]",False
0,1,"[12, 6]",False
0,1,"[1, 6]",False
0,1,"[0, 7]",False
0,1,"[0, 2, 6, 7, 12]",False
0,1,"[1, 2, 6]",False
0,1,"[0, 2, 7]",False
0,1,"[0, 12, 6, 7]",False
0,1,"[0, 1, 6, 7, 12]",False
0,1,"[2, 6, 7]",False
0,1,"[0, 1, 2]",False
0,1,"[0, 1, 12, 6]",False
0,1,"[6, 7]",False
0,1,"[0, 1]",False
0,1,"[0, 1, 12, 7]",False
0,1,"[0, 1, 2, 7, 12]",False
0,1,"[1, 12]",False
0,1,"[1, 2, 12]",False
0,1,"[0, 1, 6]",False
0,1,"[2, 12, 6, 7]",False
0,1,"[0, 1, 2, 12]",False
0,1,"[2, 7]",False
0,1,[12],False
0,1,"[2, 12, 7]",False
0,1,[2],False
0,1,"[12, 7]",False
0,1,"[0, 1, 2, 6, 7]",False
0,1,"[0, 1, 2, 6, 7, 12]",True
0,1,"[1, 2]",False
0,1,"[0, 6, 7]",False
0,1,"[0, 2, 12, 7]",False
0,1,"[1, 2, 12, 6]",False
0,1,"[0, 1, 2, 7]",False
0,1,[7],False
0,1,"[2, 12]",False
0,1,"[0, 1, 12]",False
0,1,"[12, 6, 7]",False
0,1,[6],False
0,1,"[0, 1, 2, 6]",False
0,1,"[1, 2, 6, 7, 12]",False
0,1,"[0, 1, 2, 6, 12]",False
0,1,[],False
0,1,[0],False
0,2,"[16, 17, 10, 13]",False
0,2,"[8, 9, 10, 3]",False
0,2,"[8, 9, 14, 17]",False
0,2,"[9, 3, 14, 15]",False
0,2,"[9, 10, 14, 17]",False
0,2,"[17, 10, 14]",False
0,2,"[16, 3, 8, 9, 15]",False
0,2,"[10, 13]",False
0,2,"[16, 3, 8, 10, 13, 14]",False
0,2,"[17, 8, 10, 13, 14]",False
0,2,"[8, 10, 14, 15]",False
0,2,"[8, 17, 3, 15]",False
0,2,"[17, 10, 14, 15]",False
0,2,"[17, 3, 9, 13, 14]",False
0,2,"[16, 17]",True
0,2,"[9, 13]",False
0,2,"[16, 17, 3, 8, 10]",False
0,2,"[16, 3, 8, 9, 10, 14]",False
0,2,"[3, 9, 10, 14, 15]",False
0,2,"[16, 9, 14, 17]",False
0,2,"[17, 10, 3, 13]",False
0,2,"[16, 9, 10, 3]",False
0,2,"[16, 17, 3, 8, 10, 13, 14]",False
0,2,"[17, 3, 8, 9, 13, 14]",False
0,2,"[8, 3]",False
0,2,"[16, 8, 9, 13, 14]",False
