iteration,bidder,bundle,active
0,1,[2],False
0,1,"[2, 3]",False
0,1,"[1, 2]",True
0,1,"[1, 2, 3]",True
0,1,[3],False
0,1,[1],False
0,1,[],False
0,1,"[1, 3]",False
0,2,[],True
0,2,"[0, 1]",True
0,2,[1],False
0,2,[0],True
0,3,[],True
0,3,"[3, 4]",True
0,3,[3],False
0,3,[4],True
1,1,[2],False
1,1,"[2, 3]",False
1,1,"[1, 2]",True
1,1,"[1, 2, 3]",True
1,1,[3],False
1,1,[1],False
1,1,[],False
1,1,"[1, 3]",False
1,2,[],False
1,2,"[0, 1]",True
1,2,[1],False
1,2,[0],True
1,3,[],False
1,3,"[3, 4]",True
1,3,[3],False
1,3,[4],True
2,1,[2],False
2,1,"[2, 3]",False
2,1,"[1, 2]",False
2,1,"[1, 2, 3]",True
2,1,[3],False
2,1,[1],False
2,1,[],False
2,1,"[1, 3]",False
2,2,[],False
2,2,"[0, 1]",False
2,2,[1],False
2,2,[0],True
2,3,[],False
2,3,"[3, 4]",True
2,3,[3],False
2,3,[4],True
