iteration,bidder,bundle,active
0,1,"[10, 4]",False
0,1,"[17, 10]",False
0,1,"[17, 10, 11]",False
0,1,"[10, 11, 4]",False
0,1,"[17, 11, 4, 5]",False
0,1,"[4, 5]",False
0,1,"[17, 5]",False
0,1,"[17, 11, 5]",False
0,1,"[11, 4, 5]",False
0,1,"[17, 4, 5, 10, 11]",False
0,1,[10],False
0,1,"[17, 3, 4, 5]",False
0,1,"[10, 11]",False
0,1,"[17, 10, 4]",False
0,1,"[17, 3, 5]",False
0,1,"[11, 3, 5]",False
0,1,"[17, 3, 4, 5, 10]",False
0,1,"[17, 10, 3, 4]",False
0,1,"[3, 4]",False
0,1,"[17, 3]",False
0,1,"[11, 5]",False
0,1,"[11, 17, 3]",False
0,1,"[17, 4, 5]",False
0,1,"[11, 3, 4]",False
0,1,"[17, 3, 4, 10, 11]",False
0,1,"[11, 3, 4, 5]",False
0,1,"[11, 17, 3, 5]",False
0,1,"[11, 4]",False
0,1,"[17, 4]",False
0,1,"[3, 5]",False
0,1,"[3, 4, 5]",False
0,1,"[17, 10, 4, 5]",False
0,1,"[11, 10, 3, 4]",False
0,1,"[11, 17, 10, 3]",False
0,1,"[11, 3]",False
0,1,"[17, 10, 5]",False
0,1,"[17, 3, 4]",False
0,1,"[10, 11, 5]",False
0,1,"[17, 3, 5, 10, 11]",False
0,1,"[17, 3, 4, 5, 10, 11]",True
0,1,[11],False
0,1,[17],False
0,1,"[3, 4, 5, 10, 11]",False
0,1,"[17, 10, 11, 4]",False
0,1,"[17, 11, 4]",False
0,1,"[17, 11]",False
0,1,"[10, 3, 5]",False
0,1,"[10, 11, 4, 5]",False
0,1,"[17, 10, 11, 5]",False
0,1,"[17, 10, 3]",False
0,1,"[11, 10, 3]",False
0,1,"[10, 5]",False
0,1,"[10, 4, 5]",False
0,1,[5],False
0,1,[4],False
0,1,"[10, 3, 4, 5]",False
0,1,"[17, 3, 4, 5, 11]",False
0,1,"[11, 17, 3, 4]",False
0,1,"[10, 3]",False
0,1,"[10, 3, 4]",False
0,1,[3],False
0,1,[],False
0,1,"[11, 10, 3, 5]",False
0,1,"[17, 10, 3, 5]",False
0,2,"[8, 2]",False
0,2,"[16, 15, 14, 7]",False
0,2,"[16, 2, 8, 12, 14, 15]",False
0,2,"[9, 15, 13, 7]",False
0,2,"[15, 13, 7]",False
0,2,"[2, 7, 8, 13, 15]",False
0,2,"[8, 2, 7]",False
0,2,"[16, 2, 9, 12, 13, 14, 15]",False
0,2,"[16, 2, 12, 14]",False
0,2,"[16, 8, 9, 12, 14]",False
0,2,"[9, 2, 15, 7]",False
0,2,"[2, 14, 7]",False
0,2,"[16, 2, 8, 9, 12, 13, 15]",False
0,2,"[2, 12, 13]",False
0,2,"[12, 13, 14, 7]",False
0,2,"[16, 2, 7, 8, 9, 14, 15]",False
0,2,"[2, 7, 8, 9, 13]",False
0,2,"[16, 12, 7]",False
0,2,"[16, 14, 7]",False
0,2,"[2, 12, 15, 7]",False
0,2,"[9, 13]",False
0,2,"[7, 8, 9, 12, 15]",False
0,2,"[16, 7, 13, 14, 15]",False
0,2,"[9, 2, 13]",False
0,2,"[16, 2, 7, 8, 12, 14, 15]",False
0,2,"[2, 8, 9, 13, 14]",False
0,2,"[8, 9, 12, 16]",False
0,2,"[7, 8, 12, 13, 15]",False
0,2,"[16, 2, 13, 14]",False
0,2,"[16, 8, 9, 13, 14]",False
0,2,"[2, 7, 9, 12, 13, 14]",False
0,2,"[16, 9, 15]",False
0,2,"[8, 13, 14]",False
0,2,"[16, 12, 13, 7]",False
0,2,"[16, 2, 7, 12, 13, 15]",False
0,2,"[9, 2, 13, 15]",False
0,2,"[7, 9, 12, 13, 14, 15]",False
0,2,"[16, 9, 15, 7]",False
0,2,"[16, 2, 7, 8, 15]",False
0,2,"[16, 12, 13]",False
0,2,"[16, 2, 12]",False
0,2,"[2, 7, 8, 9, 13, 14, 15]",False
0,2,"[16, 7]",False
0,2,"[8, 2, 12, 14]",False
0,2,"[16, 9, 2, 13]",False
0,2,"[8, 2, 14, 15]",False
0,2,"[8, 12, 13, 14]",False
0,2,"[2, 9, 12, 13, 14]",False
0,2,"[8, 9, 12, 13, 14, 15]",True
0,2,"[16, 9, 7]",False
0,2,"[8, 9, 12, 14]",False
0,2,"[2, 14]",False
0,2,"[8, 16, 15, 7]",False
0,2,"[16, 2, 7, 9, 15]",False
0,2,"[8, 13]",False
0,2,[15],False
0,2,"[2, 15, 7]",False
0,2,"[16, 2, 8, 9, 12, 13, 14]",False
0,2,"[16, 2, 7, 12, 15]",False
0,2,"[15, 13, 14, 7]",False
0,2,"[8, 16, 13]",False
0,2,"[16, 7, 9, 12, 14, 15]",False
0,2,"[8, 2, 13, 15]",False
0,2,"[16, 8, 12, 14, 15]",False
0,2,"[16, 7, 8, 9, 13, 14]",False
0,2,"[16, 12, 15]",False
0,2,"[8, 12, 14, 7]",False
0,2,"[16, 9, 13, 7]",False
0,2,"[2, 7, 9, 12, 14]",False
0,2,"[16, 2, 7, 8, 13]",False
0,2,"[12, 13, 14, 15]",False
0,2,"[9, 14, 7]",False
0,2,"[16, 7, 8, 12, 13, 14]",False
0,2,"[8, 2, 15]",False
0,2,"[16, 2, 7, 9, 12, 13, 14]",False
0,2,"[9, 12, 15, 7]",False
0,2,"[2, 7, 8, 12, 15]",False
0,2,"[16, 2, 7, 8, 12, 14]",False
0,2,"[16, 2, 8, 13, 14, 15]",False
0,2,"[8, 16, 13, 15]",False
0,2,"[16, 2, 9, 13, 15]",False
0,2,"[16, 9, 2]",False
0,2,"[2, 7, 8, 12, 13, 14, 15]",False
0,2,"[9, 2, 12, 7]",False
0,2,"[9, 2, 13, 14]",False
0,2,"[2, 13, 15]",False
0,2,"[16, 2, 7, 8, 9, 12, 14]",False
0,2,"[8, 9, 12]",False
0,2,"[16, 7, 8, 9, 14, 15]",False
0,2,"[16, 2, 14]",False
0,2,"[2, 7, 8, 9, 12, 13, 15]",False
0,2,"[16, 8, 12, 13, 14]",False
0,2,"[16, 2, 7, 9, 12, 14]",False
0,2,"[2, 7, 8, 9, 15]",False
0,2,"[16, 2, 8, 9, 13, 14]",False
0,2,"[2, 13, 7]",False
0,2,"[16, 2, 8, 9, 12, 14, 15]",False
0,2,"[16, 2, 8, 12, 13, 14]",False
0,2,"[8, 16, 13, 7]",False
0,2,"[16, 13, 14, 7]",False
0,2,"[16, 2, 7, 9, 13]",False
0,2,"[2, 7, 13, 14, 15]",False
0,2,"[16, 2, 7, 8, 13, 14]",False
0,2,"[8, 9, 2, 7]",False
0,2,[14],False
0,2,"[16, 8, 12, 13, 14, 15]",False
0,2,"[8, 9, 16, 7]",False
0,2,"[9, 14, 15]",False
0,2,"[2, 7, 8, 12, 14, 15]",False
0,2,"[16, 9, 13, 15]",False
0,2,"[8, 12, 14, 15]",False
0,2,"[16, 2, 8, 13, 15]",False
0,2,"[2, 9, 12, 14, 15]",False
0,2,"[8, 16, 2]",False
0,2,"[2, 7, 9, 12, 13, 14, 15]",False
0,2,"[16, 8, 9, 13, 14, 15]",False
0,2,[9],False
0,2,"[16, 7, 8, 12, 14]",False
0,2,"[8, 2, 13, 7]",False
0,2,"[16, 12, 13, 14, 15]",False
0,2,"[8, 12, 15, 7]",False
0,2,"[2, 7, 9, 12, 15]",False
0,2,"[12, 14]",False
0,2,"[16, 7, 9, 12, 15]",False
0,2,"[2, 7, 8, 9, 12, 14, 15, 16]",False
0,2,[7],False
0,2,"[2, 7, 12, 14, 15]",False
0,2,"[16, 7, 9, 12, 13, 14, 15]",False
0,2,"[8, 16, 12, 7]",False
0,2,"[16, 2, 7, 9, 12]",False
0,2,"[8, 16, 13, 14]",False
0,2,"[16, 2, 9, 13, 14]",False
0,2,"[7, 8, 9, 12, 13, 14]",False
0,2,"[14, 7]",False
0,2,"[8, 16, 2, 15]",False
0,2,"[8, 9, 14]",False
0,2,"[2, 13, 14, 15]",False
