bidder,bundle,avg,eps,avg-eps,avg+eps,n
1,"[10, 4]",17.861063431322176,1.4726503190525304,16.388413112269646,19.333713750374706,10
1,"[17, 10]",18.335540582303597,1.4726503190525304,16.862890263251067,19.808190901356127,10
1,"[10, 11, 4]",27.456295303626028,1.4726503190525304,25.9836449845735,28.928945622678558,10
1,"[17, 10, 11]",30.497972836873714,1.4726503190525304,29.025322517821184,31.970623155926244,10
1,"[17, 11, 4, 5]",56.66090725087106,1.4726503190525304,55.18825693181853,58.133557569923596,10
1,"[4, 5]",17.07305208358013,1.4726503190525304,15.6004017645276,18.54570240263266,10
1,"[17, 5]",17.60073160205928,1.4726503190525304,16.12808128300675,19.07338192111181,10
1,"[11, 4, 5]",26.029745570802284,1.4726503190525304,24.557095251749754,27.502395889854814,10
1,"[17, 11, 5]",29.375564040710117,1.4726503190525304,27.902913721657587,30.848214359762647,10
1,"[17, 4, 5, 10, 11]",77.0206162756798,1.4726503190525304,75.54796595662727,78.49326659473233,10
1,[10],4.2235761629231945,1.4726503190525304,2.750925843870664,5.6962264819757245,10
1,"[17, 3, 4, 5]",47.134025478129495,1.4726503190525304,45.66137515907696,48.60667579718203,10
1,"[10, 11]",9.436677080379175,1.4726503190525304,7.964026761326645,10.909327399431705,10
1,"[17, 3, 5]",26.96722695714533,1.4726503190525304,25.4945766380928,28.43987727619786,10
1,"[11, 3, 5]",17.597042469254482,1.4726503190525304,16.124392150201952,19.069692788307012,10
1,"[17, 10, 4]",32.36766001990005,1.4726503190525304,30.89500970084752,33.840310338952584,10
1,"[17, 3, 4, 5, 10]",62.79988610953508,1.4726503190525304,61.32723579048255,64.27253642858761,10
1,"[17, 10, 3, 4]",47.82108670945129,1.4726503190525304,46.34843639039876,49.29373702850383,10
1,"[3, 4]",23.411728056974987,1.4726503190525304,21.939077737922457,24.884378376027517,10
1,"[17, 3]",23.421001470491824,1.4726503190525304,21.948351151439294,24.893651789544354,10
1,"[11, 5]",8.325604970673808,1.4726503190525304,6.852954651621278,9.798255289726338,10
1,"[11, 3, 4]",28.00119084921652,1.4726503190525304,26.52854053016399,29.47384116826905,10
1,"[11, 17, 3]",29.836531585466144,1.4726503190525304,28.363881266413614,31.309181904518674,10
1,"[17, 4, 5]",31.515395272425383,1.4726503190525304,30.042744953372853,32.98804559147791,10
1,"[17, 3, 4, 10, 11]",88.73239931770593,1.4726503190525304,87.2597489986534,90.20504963675846,10
1,"[11, 3, 4, 5]",48.62489123682632,1.4726503190525304,47.15224091777379,50.097541555878855,10
1,"[11, 17, 3, 5]",38.39707220476852,1.4726503190525304,36.92442188571599,39.86972252382105,10
1,"[11, 4]",16.401492975569216,1.4726503190525304,14.928842656516686,17.874143294621746,10
1,"[17, 4]",26.17292331453792,1.4726503190525304,24.70027299548539,27.64557363359045,10
1,"[3, 5]",12.483991246844523,0.37472880765399236,12.10926243919053,12.858720054498516,100
1,"[3, 4, 5]",32.716626436755334,1.4726503190525304,31.243976117702804,34.18927675580787,10
1,"[17, 10, 4, 5]",40.55609874132273,1.4726503190525304,39.083448422270195,42.02874906037526,10
1,"[11, 10, 3, 4]",49.6017478644034,1.4726503190525304,48.12909754535087,51.07439818345593,10
1,"[11, 17, 10, 3]",39.56730125630401,1.4726503190525304,38.09465093725148,41.03995157535655,10
1,"[11, 3]",13.565636937439189,1.4726503190525304,12.092986618386659,15.038287256491719,10
1,"[17, 10, 5]",21.549686272258793,1.4726503190525304,20.077035953206263,23.022336591311323,10
1,"[10, 11, 5]",15.978234355891766,1.4726503190525304,14.505584036839236,17.450884674944298,10
1,"[17, 3, 4]",37.8126240110541,1.4726503190525304,36.339973692001564,39.28527433010663,10
1,"[17, 3, 5, 10, 11]",53.41519437524064,1.4726503190525304,51.942544056188105,54.88784469429317,10
1,"[17, 3, 4, 5, 10, 11]",106.4900226441717,1.4726503190525304,105.01737232511917,107.96267296322424,10
1,[11],4.172533357112249,1.4726503190525304,2.6998830380597183,5.645183676164779,10
1,[17],14.261678906214545,1.4726503190525304,12.789028587162015,15.734329225267075,10
1,"[3, 4, 5, 10, 11]",66.85539026599633,1.4726503190525304,65.3827399469438,68.32804058504887,10
1,"[17, 10, 11, 4]",58.42859258706297,1.4726503190525304,56.95594226801044,59.901242906115506,10
1,"[17, 11, 4]",32.518707755712306,1.4726503190525304,31.046057436659776,33.99135807476484,10
1,"[17, 11]",20.708280202291142,1.4726503190525304,19.235629883238612,22.180930521343672,10
1,"[10, 3, 5]",16.6989706555084,1.4726503190525304,15.22632033645587,18.17162097456093,10
1,"[10, 11, 4, 5]",40.265010173937235,1.4726503190525304,38.7923598548847,41.73766049298977,10
1,"[17, 10, 11, 5]",43.7789132326557,1.4726503190525304,42.30626291360316,45.25156355170823,10
1,"[17, 10, 3]",27.929441261729874,1.4726503190525304,26.456790942677344,29.402091580782404,10
1,"[11, 10, 3]",18.697592686280476,1.4726503190525304,17.224942367227946,20.170243005333006,10
1,"[10, 5]",7.744094037120446,1.4726503190525304,6.271443718067916,9.216744356172976,10
1,"[10, 4, 5]",26.09720889630903,1.4726503190525304,24.6245585772565,27.56985921536156,10
1,[5],3.4496924153452477,1.4726503190525304,1.9770420962927173,4.922342734397779,10
1,[4],11.902143508175484,1.4726503190525304,10.429493189122955,13.374793827228014,10
1,"[10, 3, 4, 5]",48.11146474822952,1.4726503190525304,46.63881442917699,49.584115067282056,10
1,"[17, 3, 4, 5, 11]",87.09239345853061,1.4726503190525304,85.61974313947808,88.56504377758314,10
1,"[11, 17, 3, 4]",44.07951651616895,1.4726503190525304,42.60686619711642,45.552166835221485,10
1,"[10, 3]",13.233750565683483,1.4726503190525304,11.761100246630953,14.706400884736013,10
1,"[10, 3, 4]",33.93637051937519,1.4726503190525304,32.463720200322655,35.40902083842772,10
1,[3],9.15874384427228,0.034616367652045704,9.124127476620234,9.193360211924325,10000
